"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"63485380414013441","","","","","2011-04-28 06:11:08 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","Here's nice example of prototypal inheritance in JavaScript by @awbjs https://github.com/allenwb/jsmirrors/blob/master/mirrors.js"
"63481810612535297","63481362958655489","894911","","","2011-04-28 05:56:57 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","@JimRoepcke Boo. Sorry that's all I've got."
"63481034796318720","63469121110683649","894911","","","2011-04-28 05:53:52 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","@JimRoepcke Maybe try Save As in Preview, then choose the Quart filter Reduce File Size. Not sure if that'll convert them though."
"63338857638264832","","","","","2011-04-27 20:28:55 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","Not taking responsibility is slimy and should rightly be criticized, but no one gets bonus points in my book just for owning up."
"63338419178323968","","","","","2011-04-27 20:27:10 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","I don't understand praising companies that take responsibility for the AWS outage. If I colo a server & the DC burns it's still my outage."
"63305699312152576","","","63236999959674880","55648990","2011-04-27 18:17:09 +0000","web","RT @danielbmarkham: OH ""when you don't create things, you become defined by your tastes rather than ability. your tastes only narrow & e ..."
"62793597224878080","","","","","2011-04-26 08:22:14 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","No fair, there was a Second Great Awakening http://j.mp/g8S8gC%0A but we haven't had a Second Age of Enlightenment yet http://j.mp/gR9MuT%0A"
"62689026796306432","","","","","2011-04-26 01:26:43 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","""A Real Developer can reason about what is happening, from the UI or API right down to bits in registers."" http://j.mp/ifui8C%0A"
"62603344241360896","","","62602623047565312","87274687","2011-04-25 19:46:15 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","RT @rektide: one of the great ones begins, harmony proxies in v8: http://code.google.com/p/v8/source/detail?r=7630"
"62582340970487808","","","","","2011-04-25 18:22:47 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","Using JavaScript proxies we can make objects that return bound methods instead of unbound methods, e.g. foo = obj.foo; foo() // this == obj"
"59320551222681600","","","","","2011-04-16 18:21:36 +0000","<a href=""http://seesmic.com/"" rel=""nofollow"">Seesmic</a>","Current status:  http://twitpic.com/4lnutd"
"58571698764660736","","","","","2011-04-14 16:45:55 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","Current status: http://twitpic.com/4kso2o"
"58245564193701888","58244504792219648","894911","","","2011-04-13 19:09:59 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","@JimRoepcke Never too late to start ;-)"
"57340085066141696","","","","","2011-04-11 07:11:56 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","The more I learn about Go the more I like it. Some of the syntax is funky but it's quite expressive."
"55800519196819456","","","","","2011-04-07 01:14:15 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","Mono for Android looks great. It'd be nice to shed the Java straight jacket. Sometimes you gotta take off your pants and jacket."
"55463657806639104","","","55379415969959937","277576227","2011-04-06 02:55:41 +0000","<a href=""http://seesmic.com/"" rel=""nofollow"">Seesmic</a>","RT @1990sPythonUser: And all you new fangled Async frameworks? Twisted did it 25 years ago, glad you just got the deferred."
"54296239126216705","54288200331558914","136077128","","","2011-04-02 21:36:46 +0000","<a href=""http://seesmic.com/"" rel=""nofollow"">Seesmic</a>","@kitgoncharov but it's interesting, you have clean out the cruft eventually."
"54296076060073984","54288200331558914","136077128","","","2011-04-02 21:36:07 +0000","<a href=""http://seesmic.com/"" rel=""nofollow"">Seesmic</a>","@kitgoncharov no one @google.com has endorsed it so far. I don't think they'll remove it unless JSC does."
"54278017274490881","","","","","2011-04-02 20:24:22 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","David Cross is hilarious in Running Wilde http://www.imdb.com/title/tt1615926/"
"54267342183596032","","","","","2011-04-02 19:41:57 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","V8 issue 1300: Remove __defineGetter__ and __defineSetter__ http://code.google.com/p/v8/issues/detail?id=1300"
"54032317156573184","","4216361","","","2011-04-02 04:08:02 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","@dalmaer Some people are calling Mirah CoffeeScript for Java. It's very Ruby-ish, you might like it: http://www.mirah.org/"
"54021431478071296","","","","","2011-04-02 03:24:47 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","I wonder if anyone has stats on the # of domains that websites load JavaScript from. I happen to be at mostlymaths.net ... 18 domains ?_?"
"53853934938374144","","","53853038066147329","2142731","2011-04-01 16:19:13 +0000","<a href=""http://kiwi-app.net"" rel=""nofollow"">Kiwi</a>","RT @firefox: Tired of those April Fools' jokes and pranks? Tell websites you do not want to be fooled with ""Do Not Fool"" in Firefox. htt ..."
